country,year,life-expectancy
Poland,1970,69.86829268
Pre-demographic dividend,1970,43.27051809
Puerto Rico,1970,71.54373171
People's Democratic Republic of Korea,1970,59.28263415
Portugal,1970,67.07317073
Paraguay,1970,65.43339024
Pacific island small states,1970,58.11329481
Post-demographic dividend,1970,70.82932244
French Polynesia,1970,60.2802439
Qatar,1970,68.50704878
Romania,1970,68.05592683
Russian Federation,1970,68.13365854
Rwanda,1970,44.29078049
South Asia,1970,48.12046485
Saudi Arabia,1970,52.72453659
Sudan,1970,52.22121951
Senegal,1970,39.22053659
Singapore,1970,68.27941463
Solomon Islands,1970,54.38770732
Sierra Leone,1970,34.60909756
El Salvador,1970,54.99982927
Somalia,1970,40.94792683
Sub-Saharan Africa (excluding high income),1970,44.27740413
South Sudan,1970,35.80390244
Sub-Saharan Africa,1970,44.27740413
Small states,1970,58.27027739
Sao Tome and Principe,1970,55.86846342
Suriname,1970,63.27741463
Slovak Republic,1970,70.13873171
Slovenia,1970,68.6097561
Sweden,1970,74.64926829
Swaziland,1970,47.96163415
Syrian Arab Republic,1970,59.17243902
Chad,1970,41.30460976
East Asia & Pacific (IDA & IBRD countries),1970,58.07099589
Europe & Central Asia (IDA & IBRD countries),1970,66.37583755
Togo,1970,46.53509756
Thailand,1970,59.39053659
Tajikistan,1970,60.02921951
Turkmenistan,1970,58.35782927
Latin America & the Caribbean (IDA & IBRD countries),1970,59.99632642
Timor-Leste,1970,39.53887805
Middle East & North Africa (IDA & IBRD countries),1970,52.36347628
Tonga,1970,64.88509756
South Asia (IDA & IBRD),1970,48.12046485
Sub-Saharan Africa (IDA & IBRD countries),1970,44.27740413
Trinidad and Tobago,1970,65.11063415
Tunisia,1970,51.14273171
Turkey,1970,52.26141463
Tanzania,1970,46.6805122
Uganda,1970,48.81680488
Ukraine,1970,70.23521951
Upper middle income,1970,59.91715568
Uruguay,1970,68.68580488
United States,1970,70.80731707
Uzbekistan,1970,62.77426829
St. Vincent and the Grenadines,1970,64.84253659
Venezuela,1970,64.63909756
Virgin Islands (U.S.),1970,67.74482927
Vietnam,1970,59.73704878
Vanuatu,1970,52.47980488
World,1970,58.54948431
Samoa,1970,54.9695122
Yemen,1970,41.14641463
South Africa,1970,52.85068293
Zambia,1970,49.01641463
Zimbabwe,1970,54.89858537
Aruba,1971,69.44609756
Afghanistan,1971,37.1527561
Angola,1971,37.42102439
Albania,1971,67.23887805
Arab World,1971,53.01952048
United Arab Emirates,1971,62.65495122
Argentina,1971,66.87312195
Armenia,1971,70.18287805
Antigua and Barbuda,1971,65.86202439
Australia,1971,71.06829268
Austria,1971,70.11463415
Azerbaijan,1971,64.98143902
Burundi,1971,43.95992683
Belgium,1971,71.06048781
Benin,1971,42.91673171
Burkina Faso,1971,39.5385122
Bangladesh,1971,47.13858537
Bulgaria,1971,70.87365854
Bahrain,1971,64.51748781
Bahamas,1971,66.14556098
Bosnia and Herzegovina,1971,66.62121951
Belarus,1971,70.093
Belize,1971,66.02631707
Bolivia,1971,46.05539024
Brazil,1971,59.558
Barbados,1971,65.69517073
Brunei Darussalam,1971,67.3355122
Bhutan,1971,37.68441463
Botswana,1971,55.00790244
Central African Republic,1971,42.70846342
Canada,1971,73.02926829
Central Europe and the Baltics,1971,69.48535544
Switzerland,1971,73.13073171
Channel Islands,1971,71.836
Chile,1971,63.2965122
China,1971,59.90797561
Cote d'Ivoire,1971,44.57982927
Cameroon,1971,46.59848781
Democratic Republic of the Congo,1971,44.17690244
Republic of the Congo,1971,53.6725122
Colombia,1971,61.21139024
Comoros,1971,46.09336585
Cabo Verde,1971,54.40904878
Costa Rica,1971,66.97170732
Caribbean small states,1971,65.93820711
Cuba,1971,70.37829268
Cyprus,1971,72.77297561
Czech Republic,1971,69.67707317
Germany,1971,70.74287805
Djibouti,1971,49.8017561
Denmark,1971,73.41463415
Dominican Republic,1971,59.10490244
Algeria,1971,50.74392683
East Asia & Pacific (excluding high income),1971,59.06695643
Early-demographic dividend,1971,51.50600916
East Asia & Pacific,1971,60.56996379
Europe & Central Asia (excluding high income),1971,66.21476931
Europe & Central Asia,1971,69.14209343
Ecuador,1971,58.20439024
Egypt,1971,52.4552439
Euro area,1971,71.26483129
Eritrea,1971,40.89121951
Spain,1971,71.6302439
Estonia,1971,69.90534146
Ethiopia,1971,43.19990244
European Union,1971,71.10604272
Fragile and conflict affected situations,1971,46.90207605
Finland,1971,70.01756098
Fiji,1971,60.25239024
France,1971,71.90731707
Micronesia,1971,62.07058537
Gabon,1971,47.4867561
United Kingdom,1971,72.27317073
Georgia,1971,67.46619512
Guinea,1971,36.92043902
Gambia,1971,38.73741463
Guinea-Bissau,1971,41.89990244
Equatorial Guinea,1971,40.01370732
Greece,1971,71.22656098
Grenada,1971,63.9035122
Guatemala,1971,52.77402439
Guam,1971,66.27548781
Guyana,1971,61.89290244
High income,1971,70.85547856
Hong Kong,1971,71.45853659
Honduras,1971,53.13295122
Heavily indebted poor countries (HIPC),1971,44.07146048
Croatia,1971,68.50163415
Haiti,1971,47.57670732
Hungary,1971,69.05243902
IBRD only,1971,57.58436356
IDA & IBRD total,1971,55.7341356
IDA total,1971,46.87272342
IDA blend,1971,49.83877806
Indonesia,1971,55.09487805
IDA only,1971,45.46023511
India,1971,48.40741463
Ireland,1971,71.08136585
Iran,1971,51.66158537
Iraq,1971,58.83058537
Iceland,1971,73.57048781
Italy,1971,71.80682927
Jamaica,1971,68.54009756
Jordan,1971,60.88134146
Japan,1971,72.88292683
Kazakhstan,1971,62.56495122
Kenya,1971,52.80865854
Kyrgyz Republic,1971,60.55441463
Cambodia,1971,39.73329268
Kiribati,1971,54.82370732
Korea,1971,62.44365854
Kuwait,1971,66.61639024
Latin America & Caribbean (excluding high income),1971,60.53936968
Lao PDR,1971,46.54956098
Lebanon,1971,66.33702439
Liberia,1971,39.91353659
Libya,1971,57.11797561
St. Lucia,1971,63.44317073
Latin America & Caribbean,1971,60.84315319
Least developed countries: UN classification,1971,44.39714904
Low income,1971,43.8538597
Sri Lanka,1971,64.70419512
Lower middle income,1971,51.35590018
Low & middle income,1971,55.58339185
Lesotho,1971,49.17987805
Late-demographic dividend,1971,61.35783402
Lithuania,1971,71.73536585
Luxembourg,1971,70.08143902
Latvia,1971,70.16463415
Macao,1971,69.38682927
Morocco,1971,52.90368293
Moldova,1971,64.89712195
Madagascar,1971,45.26734146
Maldives,1971,44.93512195
Middle East & North Africa,1971,53.53730726
Mexico,1971,61.81917073
Middle income,1971,56.47839046
Macedonia,1971,66.7312439
Mali,1971,33.0815122
Malta,1971,70.70470732
Myanmar,1971,51.40956098
Middle East & North Africa (excluding high income),1971,52.94326708
Montenegro,1971,70.27602439
Mongolia,1971,55.80146342
Mozambique,1971,39.70595122
Mauritania,1971,49.56758537
Mauritius,1971,63.25334146
Malawi,1971,40.9625122
Malaysia,1971,64.87570732
North America,1971,71.28874087
Namibia,1971,53.06590244
New Caledonia,1971,63.47804878
Niger,1971,36.41292683
Nigeria,1971,41.6022439
Nicaragua,1971,54.28673171
Netherlands,1971,73.8095122
Norway,1971,74.17926829
Nepal,1971,41.08814634
New Zealand,1971,71.77317073
OECD members,1971,69.78898257
Oman,1971,51.03107317
Other small states,1971,55.40684274
Pakistan,1971,53.43182927
Panama,1971,66.04439024
Peru,1971,54.24168293
Philippines,1971,61.04617073
Papua New Guinea,1971,46.72746342
Poland,1971,69.61219512
Pre-demographic dividend,1971,43.73745366
Puerto Rico,1971,71.86985366
People's Democratic Republic of Korea,1971,60.1647561
Portugal,1971,66.77073171
Paraguay,1971,65.6065122
Pacific island small states,1971,58.5179868
Post-demographic dividend,1971,71.10387107
French Polynesia,1971,60.61304878
Qatar,1971,69.1035122
Romania,1971,68.50414634
Russian Federation,1971,68.37658537
Rwanda,1971,44.36736585
South Asia,1971,48.6825157
Saudi Arabia,1971,53.79721951
Sudan,1971,52.57014634
Senegal,1971,39.80790244
Singapore,1971,68.65046342
Solomon Islands,1971,54.90668293
Sierra Leone,1971,35.45190244
El Salvador,1971,55.33170732
Somalia,1971,41.33287805
Sub-Saharan Africa (excluding high income),1971,44.69556799
South Sudan,1971,36.18831707
Sub-Saharan Africa,1971,44.69556799
Small states,1971,58.57045332
Sao Tome and Principe,1971,56.47297561
Suriname,1971,63.58029268
Slovak Republic,1971,70.10443902
Slovenia,1971,68.83414634
Sweden,1971,74.62390244
Swaziland,1971,48.54709756
Syrian Arab Republic,1971,59.92309756
Chad,1971,41.76121951
East Asia & Pacific (IDA & IBRD countries),1971,59.05258439
Europe & Central Asia (IDA & IBRD countries),1971,66.53597137
Togo,1971,47.14229268
Thailand,1971,59.89385366
Tajikistan,1971,60.32397561
Turkmenistan,1971,58.64531707
Latin America & the Caribbean (IDA & IBRD countries),1971,60.42439658
Timor-Leste,1971,39.5852439
Middle East & North Africa (IDA & IBRD countries),1971,52.94326708
Tonga,1971,65.20480488
South Asia (IDA & IBRD),1971,48.6825157
Sub-Saharan Africa (IDA & IBRD countries),1971,44.69556799
Trinidad and Tobago,1971,65.26039024
Tunisia,1971,52.29753659
Turkey,1971,52.86509756
Tanzania,1971,47.08148781
Uganda,1971,49.00048781
Ukraine,1971,70.18263415
Upper middle income,1971,60.76858602
Uruguay,1971,68.73036585
United States,1971,71.10731707
Uzbekistan,1971,63.06180488
St. Vincent and the Grenadines,1971,65.18314634
Venezuela,1971,65.1147561
Virgin Islands (U.S.),1971,68.16487805
Vietnam,1971,59.1742439
Vanuatu,1971,53.07963415
World,1971,59.07781893
Samoa,1971,55.4695122
Yemen,1971,41.99885366
South Africa,1971,53.19614634
Zambia,1971,49.49012195
Zimbabwe,1971,55.22634146
Aruba,1972,69.79865854
Afghanistan,1972,37.61014634
Angola,1972,37.82692683
Albania,1972,67.58595122
Arab World,1972,53.58598036
United Arab Emirates,1972,63.36631707
Argentina,1972,67.16795122
Armenia,1972,70.36734146
Antigua and Barbuda,1972,66.18826829
Australia,1972,71.45756098
Austria,1972,70.46341463
Azerbaijan,1972,65.14812195
Burundi,1972,44.18495122
Belgium,1972,71.40512195
Benin,1972,43.47980488
Burkina Faso,1972,39.99517073
Bangladesh,1972,47.03431707
Bulgaria,1972,70.8995122
Bahrain,1972,65.27770732
Bahamas,1972,66.42226829
Bosnia and Herzegovina,1972,67.17514634
Belarus,1972,70.09241463
Belize,1972,66.48090244
Bolivia,1972,46.46321951
Brazil,1972,59.92480488
Barbados,1972,66.04407317
Brunei Darussalam,1972,67.69885366
Bhutan,1972,38.47148781
Botswana,1972,55.61273171
Central African Republic,1972,43.50802439
Canada,1972,72.93390244
Central Europe and the Baltics,1972,69.9255778
Switzerland,1972,73.64439024
Channel Islands,1972,71.93804878
Chile,1972,63.82290244
China,1972,60.95934146
Cote d'Ivoire,1972,45.41602439
Cameroon,1972,47.13219512
Democratic Republic of the Congo,1972,44.47639024
Republic of the Congo,1972,53.97
Colombia,1972,61.56078049
Comoros,1972,46.54758537
Cabo Verde,1972,55.03356098
Costa Rica,1972,67.48931707
Caribbean small states,1972,66.20051072
Cuba,1972,70.85639024
Cyprus,1972,73.01697561
Czech Republic,1972,70.17658537
Germany,1972,70.867
Djibouti,1972,50.41548781
Denmark,1972,73.43902439
Dominican Republic,1972,59.63926829
Algeria,1972,51.17180488
East Asia & Pacific (excluding high income),1972,59.92038394
Early-demographic dividend,1972,52.03406519
East Asia & Pacific,1972,61.37078924
Europe & Central Asia (excluding high income),1972,66.26155062
Europe & Central Asia,1972,69.34687491
Ecuador,1972,58.66648781
Egypt,1972,52.86995122
Euro area,1972,71.60426143
Eritrea,1972,41.24885366
Spain,1972,72.81804878
Estonia,1972,69.83331707
Ethiopia,1972,43.45092683
European Union,1972,71.41413434
Fragile and conflict affected situations,1972,47.41083898
Finland,1972,70.70731707
Fiji,1972,60.58802439
France,1972,72.10731707
Micronesia,1972,62.52058537
Gabon,1972,48.31073171
United Kingdom,1972,72.12439024
Georgia,1972,67.77717073
Guinea,1972,37.242
Gambia,1972,39.6137561
Guinea-Bissau,1972,42.27917073
Equatorial Guinea,1972,40.28273171
Greece,1972,71.535
Grenada,1972,64.20965854
Guatemala,1972,53.45248781
Guam,1972,66.67073171
Guyana,1972,61.96768293
High income,1972,71.14873694
Hong Kong,1972,71.45609756
Honduras,1972,53.77082927
Heavily indebted poor countries (HIPC),1972,44.48493102
Croatia,1972,68.77873171
Haiti,1972,47.94848781
Hungary,1972,69.66463415
IBRD only,1972,58.23412038
IDA & IBRD total,1972,56.32374141
IDA total,1972,47.19727108
IDA blend,1972,50.30103584
Indonesia,1972,55.64914634
IDA only,1972,45.71588198
India,1972,49.08697561
Ireland,1972,71.17458537
Iran,1972,52.54446342
Iraq,1972,59.44102439
Iceland,1972,74.45585366
Italy,1972,72.07536585
Jamaica,1972,68.83926829
Jordan,1972,61.56107317
Japan,1972,73.50658537
Kazakhstan,1972,62.82495122
Kenya,1972,53.37736585
Kyrgyz Republic,1972,60.83541463
Cambodia,1972,36.7572439
Kiribati,1972,55.25080488
Korea,1972,62.84146342
Kuwait,1972,67.01078049
Latin America & Caribbean (excluding high income),1972,60.96215529
Lao PDR,1972,46.84665854
Lebanon,1972,66.57985366
Liberia,1972,40.56614634
Libya,1972,58.07319512
St. Lucia,1972,64.05370732
Latin America & Caribbean,1972,61.26082832
Least developed countries: UN classification,1972,44.62196456
Low income,1972,44.29344382
Sri Lanka,1972,65.10160976
Lower middle income,1972,51.81562618
Low & middle income,1972,56.17291928
Lesotho,1972,49.50402439
Late-demographic dividend,1972,62.08692351
Lithuania,1972,71.02463415
Luxembourg,1972,70.20531707
Latvia,1972,69.87878049
Macao,1972,69.75982927
Morocco,1972,53.26673171
Moldova,1972,64.95070732
Madagascar,1972,45.74673171
Maldives,1972,45.73614634
Middle East & North Africa,1972,54.15737627
Mexico,1972,62.31765854
Middle income,1972,57.0802077
Macedonia,1972,67.12568293
Mali,1972,33.785
Malta,1972,70.96260976
Myanmar,1972,51.79385366
Middle East & North Africa (excluding high income),1972,53.56361758
Montenegro,1972,70.75841463
Mongolia,1972,56.17509756
Mozambique,1972,40.18117073
Mauritania,1972,50.02370732
Mauritius,1972,63.43995122
Malawi,1972,41.42765854
Malaysia,1972,65.27521951
North America,1972,71.32471392
Namibia,1972,53.60312195
New Caledonia,1972,63.92682927
Niger,1972,36.583
Nigeria,1972,42.03846342
Nicaragua,1972,54.89917073
Netherlands,1972,73.72707317
Norway,1972,74.34463415
Nepal,1972,41.66287805
New Zealand,1972,71.82926829
OECD members,1972,70.08338758
Oman,1972,51.85963415
Other small states,1972,55.74833522
Pakistan,1972,53.94412195
Panama,1972,66.54848781
Peru,1972,55.01758537
Philippines,1972,61.23109756
Papua New Guinea,1972,47.38131707
Poland,1972,70.66585366
Pre-demographic dividend,1972,44.20630033
Puerto Rico,1972,72.18226829
People's Democratic Republic of Korea,1972,60.98590244
Portugal,1972,68.32439024
Paraguay,1972,65.77521951
Pacific island small states,1972,58.91416252
Post-demographic dividend,1972,71.34065578
French Polynesia,1972,60.92892683
Qatar,1972,69.65592683
Romania,1972,68.4702439
Russian Federation,1972,68.30853659
Rwanda,1972,44.44360976
South Asia,1972,49.26665958
Saudi Arabia,1972,54.90895122
Sudan,1972,52.88753659
Senegal,1972,40.55621951
Singapore,1972,69.04290244
Solomon Islands,1972,55.43863415
Sierra Leone,1972,36.2952439
El Salvador,1972,55.60790244
Somalia,1972,41.71685366
Sub-Saharan Africa (excluding high income),1972,45.11610223
South Sudan,1972,36.58170732
Sub-Saharan Africa,1972,45.11610223
Small states,1972,58.87629002
Sao Tome and Principe,1972,57.09980488
Suriname,1972,63.86043902
Slovak Republic,1972,70.10336585
Slovenia,1972,69.05853659
Sweden,1972,74.71804878
Swaziland,1972,49.15112195
Syrian Arab Republic,1972,60.66729268
Chad,1972,42.19941463
East Asia & Pacific (IDA & IBRD countries),1972,59.90641231
Europe & Central Asia (IDA & IBRD countries),1972,66.67693606
Togo,1972,47.74304878
Thailand,1972,60.41202439
Tajikistan,1972,60.59426829
Turkmenistan,1972,58.90380488
Latin America & the Caribbean (IDA & IBRD countries),1972,60.84425328
Timor-Leste,1972,39.09809756
Middle East & North Africa (IDA & IBRD countries),1972,53.56361758
Tonga,1972,65.50797561
South Asia (IDA & IBRD),1972,49.26665958
Sub-Saharan Africa (IDA & IBRD countries),1972,45.11610223
Trinidad and Tobago,1972,65.44280488
Tunisia,1972,53.4502439
Turkey,1972,53.47512195
Tanzania,1972,47.51095122
Uganda,1972,49.13312195
Ukraine,1972,70.09085366
Upper middle income,1972,61.49207438
Uruguay,1972,68.79590244
United States,1972,71.15609756
Uzbekistan,1972,63.32034146
St. Vincent and the Grenadines,1972,65.46897561
Venezuela,1972,65.56214634
Virgin Islands (U.S.),1972,68.58056098
Vietnam,1972,59.02160976
Vanuatu,1972,53.67943902
World,1972,59.56575278
Samoa,1972,55.9695122
Yemen,1972,42.85482927
South Africa,1972,53.53363415
Zambia,1972,49.95534146
Zimbabwe,1972,55.56309756
Aruba,1973,70.13965854
Afghanistan,1973,38.07853659
Angola,1973,38.22682927
Albania,1973,67.95795122
Arab World,1973,54.17838046
United Arab Emirates,1973,64.04312195
Argentina,1973,67.46531707
Armenia,1973,70.47965854
Antigua and Barbuda,1973,66.508
Australia,1973,71.84682927
Austria,1973,71.01463415
Azerbaijan,1973,65.23417073
Burundi,1973,44.47146342
Belgium,1973,71.63536585
Benin,1973,44.03348781
Burkina Faso,1973,40.48034146
Bangladesh,1973,47.2955122
Bulgaria,1973,71.34219512
Bahrain,1973,65.98641463
Bahamas,1973,66.693
Bosnia and Herzegovina,1973,67.71339024
Belarus,1973,70.08243902
Belize,1973,66.91209756
Bolivia,1973,46.8785122
Brazil,1973,60.2515122
Barbados,1973,66.38248781
Brunei Darussalam,1973,68.05368293
Bhutan,1973,39.28748781
Botswana,1973,56.24448781
Central African Republic,1973,44.31463415
Canada,1973,73.16268293
Central Europe and the Baltics,1973,70.0678602
Switzerland,1973,73.94097561
Channel Islands,1973,72.05017073
Chile,1973,64.34734146
China,1973,61.90646342
Cote d'Ivoire,1973,46.23121951
Cameroon,1973,47.67156098
Democratic Republic of the Congo,1973,44.73736585
Republic of the Congo,1973,54.25541463
Colombia,1973,61.92839024
Comoros,1973,46.99153659
Cabo Verde,1973,55.67663415
Costa Rica,1973,68.01746342
Caribbean small states,1973,66.4696628
Cuba,1973,71.32095122
Cyprus,1973,73.25446342
Czech Republic,1973,70.02268293
Germany,1973,71.01668293
Djibouti,1973,50.95485366
Denmark,1973,73.68219512
Dominican Republic,1973,60.14326829
Algeria,1973,51.64570732
East Asia & Pacific (excluding high income),1973,60.70582124
Early-demographic dividend,1973,52.57627694
East Asia & Pacific,1973,62.07377136
Europe & Central Asia (excluding high income),1973,66.37186447
Europe & Central Asia,1973,69.44222878
Ecuador,1973,59.15541463
Egypt,1973,53.38307317
Euro area,1973,71.69941511
Eritrea,1973,41.59229268
Spain,1973,72.61073171
Estonia,1973,69.72507317
Ethiopia,1973,43.67943902
European Union,1973,71.53437267
Fragile and conflict affected situations,1973,47.9059193
Finland,1973,71.22365854
Fiji,1973,60.91214634
France,1973,72.35609756
Micronesia,1973,62.97558537
Gabon,1973,49.13470732
United Kingdom,1973,72.32439024
Georgia,1973,68.09112195
Guinea,1973,37.6092439
Gambia,1973,40.49012195
Guinea-Bissau,1973,42.66246342
Equatorial Guinea,1973,40.54573171
Greece,1973,71.81485366
Grenada,1973,64.50782927
Guatemala,1973,54.07402439
Guam,1973,67.05304878
Guyana,1973,62.04217073
High income,1973,71.31770642
Hong Kong,1973,72.1097561
Honduras,1973,54.4307561
Heavily indebted poor countries (HIPC),1973,44.89415838
Croatia,1973,69.0292439
Haiti,1973,48.32346342
Hungary,1973,69.51804878
IBRD only,1973,58.848809
IDA & IBRD total,1973,56.88799237
IDA total,1973,47.54894093
IDA blend,1973,50.74588152
Indonesia,1973,56.19229268
IDA only,1973,46.018695
India,1973,49.76029268
Ireland,1973,71.28087805
Iran,1973,53.47880488
Iraq,1973,60.022
Iceland,1973,74.45097561
Italy,1973,72.02634146
Jamaica,1973,69.15185366
Jordan,1973,62.22839024
Japan,1973,73.75756098
Kazakhstan,1973,63.06043902
Kenya,1973,53.93417073
Kyrgyz Republic,1973,61.09290244
Cambodia,1973,32.81287805
Kiribati,1973,55.62234146
Korea,1973,63.2295122
Kuwait,1973,67.38480488
Latin America & Caribbean (excluding high income),1973,61.37201903
Lao PDR,1973,47.13582927
Lebanon,1973,66.80521951
Liberia,1973,41.26009756
Libya,1973,58.98541463
St. Lucia,1973,64.66787805
Latin America & Caribbean,1973,61.66676967
Least developed countries: UN classification,1973,44.8966037
Low income,1973,44.7252701
Sri Lanka,1973,65.47946342
Lower middle income,1973,52.30103719
Low & middle income,1973,56.74805596
Lesotho,1973,49.87514634
Late-demographic dividend,1973,62.75792547
Lithuania,1973,71.33219512
Luxembourg,1973,70.35817073
Latvia,1973,69.81341463
Macao,1973,70.12434146
Morocco,1973,53.63631707
Moldova,1973,64.97919512
Madagascar,1973,46.21614634
Maldives,1973,46.56026829
Middle East & North Africa,1973,54.84802366
Mexico,1973,62.83782927
Middle income,1973,57.66759641
Macedonia,1973,67.47370732
Mali,1973,34.49446342
Malta,1973,71.2185122
Myanmar,1973,52.16263415
Middle East & North Africa (excluding high income),1973,54.22333593
Montenegro,1973,71.17526829
Mongolia,1973,56.46026829
Mozambique,1973,40.65097561
Mauritania,1973,50.48136585
Mauritius,1973,63.68553659
Malawi,1973,41.88926829
Malaysia,1973,65.6627561
North America,1973,71.52859423
Namibia,1973,54.13629268
New Caledonia,1973,64.37560976
Niger,1973,36.78004878
Nigeria,1973,42.48617073
Nicaragua,1973,55.47592683
Netherlands,1973,74.14390244
Norway,1973,74.44219512
Nepal,1973,42.23612195
New Zealand,1973,71.66829268
OECD members,1973,70.26625062
Oman,1973,52.74902439
Other small states,1973,56.05504702
Pakistan,1973,54.42012195
Panama,1973,67.05997561
Peru,1973,55.758
Philippines,1973,61.36897561
Papua New Guinea,1973,48.01482927
Poland,1973,70.66341463
Pre-demographic dividend,1973,44.67267321
Puerto Rico,1973,72.47804878
People's Democratic Republic of Korea,1973,61.76060976
Portugal,1973,67.52439024
Paraguay,1973,65.93209756
Pacific island small states,1973,59.30165501
Post-demographic dividend,1973,71.50151963
French Polynesia,1973,61.23919512
Qatar,1973,70.1652439
Romania,1973,69.00560976
Russian Federation,1973,68.29463415
Rwanda,1973,44.53948781
South Asia,1973,49.87811797
Saudi Arabia,1973,56.03621951
Sudan,1973,53.17043902
Senegal,1973,41.44046342
Singapore,1973,69.44031707
Solomon Islands,1973,55.97709756
Sierra Leone,1973,37.09973171
El Salvador,1973,55.82741463
Somalia,1973,42.09985366
Sub-Saharan Africa (excluding high income),1973,45.53468714
South Sudan,1973,36.98356098
Sub-Saharan Africa,1973,45.53468714
Small states,1973,59.16085617
Sao Tome and Principe,1973,57.7337561
Suriname,1973,64.12048781
Slovak Republic,1973,70.12848781
Slovenia,1973,69.40487805
Sweden,1973,74.86731707
Swaziland,1973,49.7602439
Syrian Arab Republic,1973,61.39453659
Chad,1973,42.60429268
East Asia & Pacific (IDA & IBRD countries),1973,60.69197015
Europe & Central Asia (IDA & IBRD countries),1973,66.77599657
Togo,1973,48.33741463
Thailand,1973,60.93812195
Tajikistan,1973,60.84156098
Turkmenistan,1973,59.14029268
Latin America & the Caribbean (IDA & IBRD countries),1973,61.25232455
Timor-Leste,1973,38.0925122
Middle East & North Africa (IDA & IBRD countries),1973,54.22333593
Tonga,1973,65.79504878
South Asia (IDA & IBRD),1973,49.87811797
Sub-Saharan Africa (IDA & IBRD countries),1973,45.53468714
Trinidad and Tobago,1973,65.64695122
Tunisia,1973,54.58878049
Turkey,1973,54.09660976
Tanzania,1973,47.96134146
Uganda,1973,49.22568293
Ukraine,1973,69.96292683
Upper middle income,1973,62.1728327
Uruguay,1973,68.88390244
United States,1973,71.35609756
Uzbekistan,1973,63.55587805
St. Vincent and the Grenadines,1973,65.70404878
Venezuela,1973,65.97634146
Virgin Islands (U.S.),1973,68.99048781
Vietnam,1973,59.38121951
Vanuatu,1973,54.27926829
World,1973,60.01489146
Samoa,1973,56.4695122
Yemen,1973,43.73380488
South Africa,1973,53.87056098
Zambia,1973,50.39207317
Zimbabwe,1973,55.91387805
Aruba,1974,70.46529268
Afghanistan,1974,38.56090244
Angola,1974,38.61378049
Albania,1974,68.34834146
Arab World,1974,54.79074074
United Arab Emirates,1974,64.68890244
Argentina,1974,67.75865854
Armenia,1974,70.52634146
Antigua and Barbuda,1974,66.82178049
Australia,1974,72.23609756
Austria,1974,71.01219512
Azerbaijan,1974,65.24358537
Burundi,1974,44.81846342
Belgium,1974,71.98585366
Benin,1974,44.57248781
Burkina Faso,1974,41.00658537
Bangladesh,1974,47.93012195
Bulgaria,1974,71.20804878
Bahrain,1974,66.64660976
Bahamas,1974,66.9587561
Bosnia and Herzegovina,1974,68.22692683
Belarus,1974,70.06807317
Belize,1974,67.324
Bolivia,1974,47.30229268
Brazil,1974,60.54109756
Barbados,1974,66.71439024
Brunei Darussalam,1974,68.40053659
Bhutan,1974,40.11941463
Botswana,1974,56.89370732
Central African Republic,1974,45.11178049
Canada,1974,73.23756098
Central Europe and the Baltics,1974,70.30599818
Switzerland,1974,74.28707317
Channel Islands,1974,72.17736585
Chile,1974,64.86980488
China,1974,62.76812195
Cote d'Ivoire,1974,47.00946342
Cameroon,1974,48.21112195
Democratic Republic of the Congo,1974,44.96036585
Republic of the Congo,1974,54.53119512
Colombia,1974,62.32160976
Comoros,1974,47.43073171
Cabo Verde,1974,56.3387561
Costa Rica,1974,68.55917073
Caribbean small states,1974,66.74537654
Cuba,1974,71.76948781
Cyprus,1974,73.48546342
Czech Republic,1974,70.08658537
Germany,1974,71.19541463
Djibouti,1974,51.41390244
Denmark,1974,73.80829268
Dominican Republic,1974,60.61692683
Algeria,1974,52.18807317
East Asia & Pacific (excluding high income),1974,61.44033781
Early-demographic dividend,1974,53.12712823
East Asia & Pacific,1974,62.77797648
Europe & Central Asia (excluding high income),1974,66.47593731
Europe & Central Asia,1974,69.64567517
Ecuador,1974,59.67219512
Egypt,1974,53.99609756
Euro area,1974,72.02519006
Eritrea,1974,41.91692683
Spain,1974,72.9697561
Estonia,1974,69.59117073
Ethiopia,1974,43.88043902
European Union,1974,71.82510074
Fragile and conflict affected situations,1974,48.38431348
Finland,1974,71.13487805
Fiji,1974,61.22621951
France,1974,72.60487805
Micronesia,1974,63.42658537
Gabon,1974,49.95868293
United Kingdom,1974,72.52439024
Georgia,1974,68.40258537
Guinea,1974,38.02468293
Gambia,1974,41.35697561
Guinea-Bissau,1974,43.05168293
Equatorial Guinea,1974,40.81368293
Greece,1974,72.06463415
Grenada,1974,64.797
Guatemala,1974,54.63414634
Guam,1974,67.42243902
Guyana,1974,62.12039024
High income,1974,71.72800691
Hong Kong,1974,72.61219512
Honduras,1974,55.1152439
Heavily indebted poor countries (HIPC),1974,45.29539585
Croatia,1974,69.25270732
Haiti,1974,48.70417073
Hungary,1974,69.24804878
IBRD only,1974,59.44354159
IDA & IBRD total,1974,57.4396545
IDA total,1974,47.93486845
IDA blend,1974,51.17339687
Indonesia,1974,56.72080488
IDA only,1974,46.37942261
India,1974,50.42341463
Ireland,1974,71.40329268
Iran,1974,54.41046342
Iraq,1974,60.56114634
Iceland,1974,74.51170732
Italy,1974,72.73439024
Jamaica,1974,69.47834146
Jordan,1974,62.88080488
Japan,1974,74.39390244
Kazakhstan,1974,63.27992683
Kenya,1974,54.47858537
Kyrgyz Republic,1974,61.33290244
Cambodia,1974,28.25848781
Kiribati,1974,55.93480488
Korea,1974,63.59756098
Kuwait,1974,67.74146342
